User,"Bin1,x","Bin2,x","Bin3,x","Bin4,x","Bin5,x","Bin6,x","Bin7,x","Bin8,x","Bin9,x","Bin10,x","Bin1,y","Bin2,y","Bin3,y","Bin4,y","Bin5,y","Bin6,y","Bin7,y","Bin8,y","Bin9,y","Bin10,y","Bin1,z","Bin2,z","Bin3,z","Bin4,z","Bin5,z","Bin6,z","Bin7,z","Bin8,z","Bin9,z","Bin10,z",PeaksList-x,PeaksList-y,PeaksList-z,AvgAbsDiff-x,AvgAbsDiff-y,AvgAbsDiff-z,AvgAcc-x,AvgAcc-y,AvgAcc-z,StdDev-x,StdDev-y,StdDev-z,AvgResAcc,Label
Bhargavi,0.01408450704225352112676056338,0.01810865191146881287726358149,0.02213279678068410462776659960,0.06237424547283702213279678068,0.1971830985915492957746478873,0.2837022132796780684104627767,0.1670020120724346076458752515,0.1126760563380281690140845070,0.05633802816901408450704225352,0.05432595573440643863179074447,0.01609657947686116700201207243,0.03018108651911468812877263581,0.1026156941649899396378269618,0.1388329979879275653923541247,0.1710261569416498993963782696,0.1428571428571428571428571429,0.1126760563380281690140845070,0.09054325955734406438631790744,0.09456740442655935613682092555,0.04828973843058350100603621730,0.01810865191146881287726358149,0.1247484909456740442655935614,0.1368209255533199195171026157,0.1468812877263581488933601610,0.1146881287726358148893360161,0.06639839034205231388329979879,0.07847082494969818913480885312,0.08249496981891348088531187123,0.1267605633802816901408450704,0.06841046277665995975855130785,61.5527950311,92.9906542056,79.1290322581,0.337378775401,0.706878583038,1.36868325545,0.17288923359492894,1.3091977462922064,9.354636700820155,0.4466215620588989,0.8555552081764867,1.560656993895302,0.4720899709524997,walking
Bhargavi,0.003597122302158273381294964029,0.01258992805755395683453237410,0.02338129496402877697841726619,0.04856115107913669064748201439,0.09712230215827338129496402878,0.2248201438848920863309352518,0.2589928057553956834532374101,0.1816546762589928057553956835,0.09892086330935251798561151079,0.03597122302158273381294964029,0.01798561151079136690647482014,0.06115107913669064748201438849,0.1079136690647482014388489209,0.1223021582733812949640287770,0.1654676258992805755395683453,0.1133093525179856115107913669,0.1294964028776978417266187050,0.1115107913669064748201438849,0.08093525179856115107913669065,0.06654676258992805755395683453,0.04496402877697841726618705036,0.1582733812949640287769784173,0.1906474820143884892086330935,0.09892086330935251798561151079,0.09712230215827338129496402878,0.1043165467625899280575539568,0.1223021582733812949640287770,0.1330935251798561151079136691,0.03776978417266187050359712230,0.005395683453237410071942446043,58.9312169312,86.3410852713,78.9929078014,0.336268522177,0.607448498708,1.39373366,-0.09422151304835039,0.9718460522109656,9.412232158852996,0.4385682106180263,0.7223733614901274,1.5792815854925566,0.5285080446119012,walking
Bhargavi,0.01834862385321100917431192661,0.02935779816513761467889908257,0.08256880733944954128440366972,0.1559633027522935779816513761,0.2348623853211009174311926606,0.2201834862385321100917431193,0.1137614678899082568807339450,0.07522935779816513761467889908,0.04770642201834862385321100917,0.01651376146788990825688073394,0.005504587155963302752293577982,0.01651376146788990825688073394,0.03853211009174311926605504587,0.07155963302752293577981651376,0.09357798165137614678899082569,0.1706422018348623853211009174,0.1449541284403669724770642202,0.1834862385321100917431192661,0.1321100917431192660550458716,0.1064220183486238532110091743,0.01100917431192660550458715596,0.1082568807339449541284403670,0.2,0.1064220183486238532110091743,0.08807339449541284403669724771,0.09174311926605504587155963303,0.08256880733944954128440366972,0.1137614678899082568807339450,0.1229357798165137614678899083,0.05321100917431192660550458716,58.6864864865,85.6456692913,82.8923076923,0.338451700987,0.618101677183,1.48837612425,0.009069040280963303,1.1534059577031968,9.402436058674384,0.44023059691079935,0.7542756929430607,1.6821749125497956,0.5187113000651693,walking
Bhargavi,0.003809523809523809523809523810,0.009523809523809523809523809524,0.001904761904761904761904761905,0.009523809523809523809523809524,0.04571428571428571428571428571,0.2114285714285714285714285714,0.3390476190476190476190476190,0.2571428571428571428571428571,0.09142857142857142857142857143,0.01904761904761904761904761905,0.009523809523809523809523809524,0.06857142857142857142857142857,0.07809523809523809523809523810,0.1161904761904761904761904762,0.1752380952380952380952380952,0.1295238095238095238095238095,0.16,0.1371428571428571428571428571,0.07809523809523809523809523810,0.03619047619047619047619047619,0.007619047619047619047619047619,0.09523809523809523809523809524,0.1828571428571428571428571429,0.1561904761904761904761904762,0.08,0.08571428571428571428571428571,0.08380952380952380952380952381,0.1161904761904761904761904762,0.1085714285714285714285714286,0.06476190476190476190476190476,57.3296703297,76.7205882353,82.8095238095,0.321855877312,0.538422718697,1.28060489444,-0.04991132463727679,1.1777692522321428,9.418344319661458,0.43822539479589145,0.645937464645246,1.445475909806257,0.500172934072443,walking
Bhargavi,0.01098901098901098901098901099,0.02747252747252747252747252747,0.08424908424908424908424908425,0.1043956043956043956043956044,0.2161172161172161172161172161,0.2362637362637362637362637363,0.1776556776556776556776556777,0.08424908424908424908424908425,0.04395604395604395604395604396,0.01282051282051282051282051282,0.02197802197802197802197802198,0.04945054945054945054945054945,0.1391941391941391941391941392,0.1483516483516483516483516484,0.1666666666666666666666666667,0.1684981684981684981684981685,0.1227106227106227106227106227,0.1117216117216117216117216117,0.06227106227106227106227106227,0.003663003663003663003663003663,0.01282051282051282051282051282,0.1227106227106227106227106227,0.2252747252747252747252747253,0.1153846153846153846153846154,0.07509157509157509157509157509,0.07692307692307692307692307692,0.1098901098901098901098901099,0.1391941391941391941391941392,0.08974358974358974358974358974,0.02380952380952380952380952381,56.5699481865,78.2536231884,76.3120567376,0.285324311653,0.564663136499,1.23115041673,-0.05032642071063702,1.2180363581730769,9.434500502142715,0.36704866210537995,0.6819278308181638,1.3778313890000615,0.5213032261322457,walking
Bhargavi,0.01457194899817850637522768670,0.03460837887067395264116575592,0.05464480874316939890710382514,0.1238615664845173041894353370,0.2276867030965391621129326047,0.2622950819672131147540983607,0.1293260473588342440801457195,0.1001821493624772313296903461,0.03460837887067395264116575592,0.01092896174863387978142076503,0.009107468123861566484517304189,0.04553734061930783242258652095,0.1056466302367941712204007286,0.1785063752276867030965391621,0.1894353369763205828779599271,0.1675774134790528233151183971,0.1785063752276867030965391621,0.09836065573770491803278688525,0.01821493624772313296903460838,0.001821493624772313296903460838,0.02914389799635701275045537341,0.1256830601092896174863387978,0.1785063752276867030965391621,0.1220400728597449908925318761,0.1020036429872495446265938069,0.07103825136612021857923497268,0.08925318761384335154826958106,0.08014571948998178506375227687,0.1293260473588342440801457195,0.05828779599271402550091074681,61.9096045198,80.2773722628,87.656,0.318386546692,0.596857217808,1.33983232296,-0.13597145844895547,1.3375268043281818,9.428817109766337,0.413898237158866,0.7264919855613239,1.5229709586448041,0.5250331603303562,walking
Bhargavi,0.01495327102803738317757009346,0.05607476635514018691588785047,0.09158878504672897196261682243,0.1663551401869158878504672897,0.2186915887850467289719626168,0.2186915887850467289719626168,0.1196261682242990654205607477,0.04485981308411214953271028037,0.03738317757009345794392523364,0.02429906542056074766355140187,0.005607476635514018691588785047,0.01121495327102803738317757009,0.009345794392523364485981308411,0.02990654205607476635514018692,0.07289719626168224299065420561,0.1233644859813084112149532710,0.1626168224299065420560747664,0.1887850467289719626168224299,0.1663551401869158878504672897,0.1551401869158878504672897196,0.03177570093457943925233644860,0.1177570093457943925233644860,0.2130841121495327102803738318,0.1065420560747663551401869159,0.08598130841121495327102803738,0.08971962616822429906542056075,0.1084112149532710280373831776,0.1177570093457943925233644860,0.08224299065420560747663551402,0.03364485981308411214953271028,56.3510638298,79.3656716418,82.7441860465,0.390858866418,0.666638981758,1.45133515665,-0.04894172454548773,1.5231287020389164,9.388868356865142,0.5005611883086165,0.8330470728976276,1.6459218745655515,0.5118682665323153,walking
Bhargavi,0.005628517823639774859287054409,0.01313320825515947467166979362,0.05816135084427767354596622889,0.1763602251407129455909943715,0.2983114446529080675422138837,0.2138836772983114446529080675,0.1163227016885553470919324578,0.08818011257035647279549718574,0.01313320825515947467166979362,0.01500938086303939962476547842,0.01688555347091932457786116323,0.03189493433395872420262664165,0.04502814258911819887429643527,0.09005628517823639774859287054,0.1144465290806754221388367730,0.1688555347091932457786116323,0.09568480300187617260787992495,0.1801125703564727954971857411,0.1350844277673545966228893058,0.09943714821763602251407129456,0.05065666041275797373358348968,0.1200750469043151969981238274,0.1651031894934333958724202627,0.1013133208255159474671669794,0.08255159474671669793621013133,0.07879924953095684803001876173,0.09943714821763602251407129456,0.09568480300187617260787992495,0.1257035647279549718574108818,0.06378986866791744840525328330,59.3988764045,75.0352112676,77.4817518248,0.298964831964,0.623407697727,1.28318291988,0.16386115841749238,1.7821607750754866,9.354660921651472,0.3822162767358254,0.7423756758093509,1.4501164436672767,0.5097924386750167,walking
Bhargavi,0.009689922480620155038759689922,0.02519379844961240310077519380,0.05038759689922480620155038760,0.07751937984496124031007751938,0.1511627906976744186046511628,0.1937984496124031007751937984,0.1531007751937984496124031008,0.1686046511627906976744186047,0.1182170542635658914728682171,0.03682170542635658914728682171,0.01550387596899224806201550388,0.09302325581395348837209302326,0.1298449612403100775193798450,0.1395348837209302325581395349,0.1802325581395348837209302326,0.1918604651162790697674418605,0.1298449612403100775193798450,0.07364341085271317829457364341,0.03100775193798449612403100775,0.01356589147286821705426356589,0.02325581395348837209302325581,0.1027131782945736434108527132,0.1666666666666666666666666667,0.1434108527131782945736434109,0.1472868217054263565891472868,0.1279069767441860465116279070,0.1298449612403100775193798450,0.07558139534883720930232558140,0.06201550387596899224806201550,0.01356589147286821705426356589,54.582010582,65.3269230769,59.408045977,1.39082195229,1.35305159221,2.18266471958,-0.17344094801318738,3.311796794566073,8.846434511879618,1.7169982337769703,1.6462679192861331,2.593725689856883,0.5019034158242486,running
Bhargavi,0.009276437847866419294990723562,0.02040816326530612244897959184,0.04452690166975881261595547310,0.09276437847866419294990723562,0.1502782931354359925788497217,0.2189239332096474953617810761,0.1688311688311688311688311688,0.1280148423005565862708719852,0.1038961038961038961038961039,0.04267161410018552875695732839,0.01669758812615955473098330241,0.07050092764378478664192949907,0.1168831168831168831168831169,0.1539888682745825602968460111,0.1391465677179962894248608534,0.1391465677179962894248608534,0.1150278293135435992578849722,0.1001855287569573283858998145,0.08534322820037105751391465677,0.05194805194805194805194805195,0.03339517625231910946196660482,0.08719851576994434137291280148,0.1168831168831168831168831169,0.1224489795918367346938775510,0.09833024118738404452690166976,0.1298701298701298701298701299,0.1372912801484230055658627087,0.1131725417439703153988868275,0.07977736549165120593692022263,0.05565862708719851576994434137,58.5652173913,67.21875,68.6305732484,1.50207182097,1.39888901049,2.32561395904,-0.4988472961539019,3.298127353080792,8.944683492515436,1.8849551439181509,1.6634759734863835,2.736767943703714,0.5302709774190315,running
